UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
8348,L13974,L,297.9,308.2,1293,54.8,114,0,0,0,0,0,0
8349,L95222,L,299.6,308.8,1469,53.7,66,0,0,0,0,0,0
8350,M49713,M,299.3,308.7,1760,30.1,75,0,0,0,0,0,0
8351,M22636,M,300.0,307.8,1579,36.2,189,0,0,0,0,0,0
8352,L45070,L,298.2,310.1,1544,47.8,67,0,0,0,0,0,0
8353,M39123,M,302.0,313.0,1539,37.4,163,0,0,0,0,0,0
8354,L41812,L,301.7,311.2,1634,40.2,8,0,0,0,0,0,0
8355,L38760,L,299.7,308.8,1589,25.3,162,0,0,0,0,0,0
8356,L14966,L,299.0,309.1,1435,28.7,194,0,0,0,0,0,0
8357,L93962,L,298.8,308.8,1695,39.0,216,0,0,0,0,0,0
8358,L89698,L,299.4,308.1,1322,32.9,51,0,0,0,0,0,0
8359,L26058,L,297.2,304.6,1774,28.5,117,0,0,0,0,0,0
8360,L51482,L,298.1,307.6,1377,36.8,89,0,0,0,0,0,0
8361,M12998,M,301.7,310.2,1636,31.2,100,0,0,0,0,0,0
8362,L71265,L,300.6,310.8,1508,40.2,111,0,0,0,0,0,0
8363,L76445,L,303.3,313.4,1452,49.8,90,0,0,0,0,0,0
8364,L44648,L,299.4,308.4,1781,36.9,155,0,0,0,0,0,0
8365,L70623,L,299.3,308.7,1670,35.7,57,0,0,0,0,0,0
8366,M88033,M,299.2,310.9,1527,50.6,210,0,0,0,0,0,0
8367,L94480,L,299.4,310.1,1850,47.2,151,0,0,0,0,0,0
8368,M17527,M,298.7,308.2,1713,47.8,58,0,0,0,0,0,0
8369,M13072,M,300.5,312.8,1393,14.8,36,0,0,0,0,0,0
8370,L22018,L,300.1,308.9,1133,35.4,103,0,0,0,0,0,0
8371,L39652,L,299.0,308.2,1557,34.2,235,0,0,0,0,0,0
8372,L14476,L,302.5,312.4,1785,31.7,37,0,0,0,0,0,0
8373,L37482,L,303.8,312.3,1647,50.4,152,0,0,0,0,0,0
8374,M72513,M,302.3,314.1,1819,34.5,225,0,0,0,0,0,0
8375,L96411,L,301.1,311.3,1430,26.1,14,0,0,0,0,0,0
8376,L26219,L,301.5,310.7,1517,42.4,143,0,0,0,0,0,0
8377,L40448,L,303.7,314.2,1521,39.8,54,0,0,0,0,0,0
8378,L89903,L,301.5,311.7,1581,30.7,249,0,0,0,0,0,0
8379,L35120,L,298.8,308.5,1675,50.0,131,0,0,0,0,0,0
8380,L16855,L,300.8,309.6,1830,45.2,25,0,0,0,0,0,0
8381,L66553,L,301.3,309.8,1867,45.2,238,0,0,0,0,0,0
8382,L78633,L,298.0,310.2,1836,44.7,38,0,0,0,0,0,0
8383,M54585,M,299.4,308.1,1657,50.8,184,0,0,0,0,0,0
8384,M95425,M,302.2,313.9,1476,38.4,126,0,0,0,0,0,0
8385,L11084,L,296.4,305.5,1578,27.5,127,0,0,0,0,0,0
8386,L31944,L,297.5,308.3,1655,37.8,46,0,0,0,0,0,0
8387,H43921,H,299.6,310.1,1562,23.4,217,0,0,0,0,0,0
8388,L71282,L,300.7,311.4,1374,29.3,175,0,0,0,0,0,0
8389,L97393,L,297.3,308.0,1455,56.0,91,0,0,0,0,0,0
8390,L61397,L,299.7,308.1,1693,28.9,176,0,0,0,0,0,0
8391,M28070,M,302.3,311.6,1493,28.2,164,0,0,0,0,0,0
8392,L64987,L,300.1,308.8,1542,46.6,37,0,0,0,0,0,0
8393,H66690,H,301.9,312.1,1523,48.5,99,0,0,0,0,0,0
8394,M71134,M,298.8,307.5,1378,23.3,61,0,0,0,0,0,0
8395,M97755,M,298.4,306.4,1507,42.4,60,0,0,0,0,0,0
8396,M69439,M,301.7,311.5,1456,34.4,201,0,0,0,0,0,0
8397,L41489,L,300.7,308.5,1414,43.2,117,0,0,0,0,0,0
8398,L33178,L,297.6,307.9,1348,36.9,224,0,0,0,0,0,0
8399,M89019,M,298.4,307.1,1519,26.3,7,0,0,0,0,0,0
8400,H67956,H,303.1,312.3,1648,35.1,37,0,0,0,0,0,0
8401,L57802,L,298.2,305.9,1738,46.1,105,0,0,0,0,0,0
8402,H72778,H,301.9,313.5,1288,59.3,35,0,0,0,0,0,0
8403,L67719,L,299.0,307.6,1825,43.8,212,0,0,0,0,0,0
8404,L43573,L,300.0,309.6,1590,36.0,55,0,0,0,0,0,0
8405,L43688,L,300.6,308.8,1336,28.2,44,1,0,1,0,0,0
8406,L56475,L,295.8,305.0,1465,38.3,49,0,0,0,0,0,0
8407,L60697,L,297.1,308.8,1201,36.1,19,0,0,0,0,0,0
8408,L43978,L,300.2,310.5,1247,42.9,190,0,0,0,0,0,0
8409,L39677,L,298.6,307.8,1846,39.3,182,0,0,0,0,0,0
8410,L91540,L,302.0,312.0,1412,44.7,161,0,0,0,0,0,0
8411,L20272,L,296.8,306.2,1634,36.3,101,0,0,0,0,0,0
8412,H16212,H,301.1,311.0,1518,56.9,106,0,0,0,0,0,0
8413,L31071,L,297.2,308.0,1541,45.7,91,0,0,0,0,0,0
8414,L85236,L,299.3,309.0,1603,32.9,31,0,0,0,0,0,0
8415,L27297,L,297.9,308.1,1164,49.9,203,0,0,0,0,0,0
8416,L61932,L,303.8,314.0,1774,28.4,200,0,0,0,0,0,0
8417,M66884,M,297.3,307.0,1520,31.4,42,0,0,0,0,0,0
8418,L38625,L,299.8,309.0,1447,31.9,78,0,0,0,0,0,0
8419,M38831,M,296.5,306.0,1621,53.1,140,0,0,0,0,0,0
8420,L66478,L,303.2,313.9,1408,38.1,1,0,0,0,0,0,0
8421,L72909,L,300.8,311.6,1575,33.6,188,0,0,0,0,0,0
8422,L39367,L,300.3,309.1,1508,41.5,211,0,0,0,0,0,0
8423,L55813,L,302.9,312.7,1665,45.3,141,0,0,0,0,0,0
8424,L30121,L,300.3,309.5,1499,55.7,169,0,0,0,0,0,0
8425,L45547,L,300.4,311.2,1353,25.0,142,0,0,0,0,0,0
8426,L73642,L,300.3,309.8,1602,52.5,92,0,0,0,0,0,0
8427,L34914,L,301.1,313.3,1489,19.3,121,0,0,0,0,0,0
8428,H27178,H,299.0,309.2,1212,48.9,212,0,0,0,0,0,0
8429,L77258,L,299.6,310.8,1573,51.5,137,0,0,0,0,0,0
8430,L89421,L,301.6,310.6,1441,52.0,183,0,0,0,0,0,0
8431,L70563,L,300.6,310.6,1599,45.6,116,0,0,0,0,0,0
8432,L60050,L,299.8,310.4,1384,29.3,180,0,0,0,0,0,0
8433,L72607,L,297.2,306.2,1322,47.3,249,1,0,0,0,1,0
8434,M75638,M,303.0,313.0,1749,29.3,104,0,0,0,0,0,0
8435,H23262,H,298.7,309.7,1688,30.6,57,0,0,0,0,0,0
8436,L17453,L,302.0,311.6,1536,35.4,229,0,0,0,0,0,0
8437,L55174,L,300.4,309.5,1616,36.3,212,0,0,0,0,0,0
8438,L87760,L,297.4,309.2,1683,42.3,98,0,0,0,0,0,0
8439,M16172,M,302.5,311.3,1536,33.0,235,0,0,0,0,0,0
8440,L86788,L,300.5,310.7,1321,43.2,208,0,0,0,0,0,0
8441,L27918,L,302.7,312.0,1591,26.2,117,0,0,0,0,0,0
8442,L17197,L,299.6,308.7,1717,40.3,249,0,0,0,0,0,0
8443,M23677,M,301.4,312.1,1644,37.2,107,0,0,0,0,0,0
8444,L21039,L,296.5,306.3,1548,50.0,61,0,0,0,0,0,0
8445,L37785,L,299.0,309.4,1639,51.0,56,0,0,0,0,0,0
8446,M14570,M,297.5,305.2,1498,38.2,190,0,0,0,0,0,0
8447,L82242,L,299.3,309.8,1724,20.4,131,0,0,0,0,0,0
8448,M21655,M,300.9,310.2,1779,25.2,77,0,0,0,0,0,0
8449,L57907,L,298.8,306.9,1305,51.1,103,1,0,1,0,0,0
8450,M19449,M,301.7,313.6,1737,38.5,95,0,0,0,0,0,0
8451,M34630,M,298.3,308.9,1938,57.3,209,0,0,0,0,0,0
8452,L84658,L,301.8,312.0,1632,48.8,122,0,0,0,0,0,0
8453,M56371,M,302.6,313.9,1714,42.4,161,0,0,0,0,0,0
8454,L20991,L,302.0,312.3,1422,41.2,31,0,0,0,0,0,0
8455,H34887,H,299.3,308.5,1447,28.5,77,0,0,0,0,0,0
8456,L23859,L,295.7,305.6,1500,33.6,227,0,0,0,0,0,0
8457,M33640,M,301.2,310.5,1465,44.0,161,0,0,0,0,0,0
8458,L58339,L,299.7,309.2,1303,36.5,197,0,0,0,0,0,0
8459,H63235,H,298.0,306.8,1507,44.6,39,0,0,0,0,0,0
8460,L12512,L,298.9,307.9,1687,50.2,34,0,0,0,0,0,0
8461,H90982,H,302.9,313.8,1305,38.1,14,0,0,0,0,0,0
8462,H31912,H,297.7,308.1,1570,35.6,50,0,0,0,0,0,0
8463,L45515,L,300.9,310.4,1564,31.0,19,0,0,0,0,0,0
8464,M25416,M,300.4,309.4,1484,48.2,219,0,0,0,0,0,0
8465,H82816,H,299.3,308.9,1626,47.4,36,0,0,0,0,0,0
8466,L86510,L,301.3,309.6,1610,61.7,242,1,0,0,0,1,0
8467,L53746,L,303.3,313.4,1471,41.7,37,0,0,0,0,0,0
8468,L53775,L,299.4,310.4,1727,38.9,148,0,0,0,0,0,0
8469,L22227,L,299.5,311.9,1638,44.6,215,0,0,0,0,0,0
8470,L23031,L,301.2,310.1,1819,37.0,9,0,0,0,0,0,0
8471,L43000,L,301.8,312.7,1526,31.1,99,0,0,0,0,0,0
8472,L61253,L,299.7,309.0,1480,40.8,181,0,0,0,0,0,0
8473,L77564,L,299.4,308.3,1500,44.5,136,0,0,0,0,0,0
8474,L28313,L,295.6,304.4,1748,45.1,213,0,0,0,0,0,0
8475,M85186,M,298.4,308.6,1511,44.3,169,0,0,0,0,0,0
8476,M67751,M,297.7,306.8,1522,50.5,100,0,0,0,0,0,0
8477,L62492,L,301.4,310.8,1889,45.1,143,0,0,0,0,0,0
8478,M40364,M,299.5,309.1,1297,42.6,106,0,0,0,0,0,0
8479,M28361,M,299.4,308.7,1601,27.3,23,0,0,0,0,0,0
8480,H77949,H,300.0,309.2,1526,42.3,3,0,0,0,0,0,0
8481,L41070,L,298.3,305.8,1493,38.2,171,0,0,0,0,0,0
8482,L32409,L,303.1,313.2,1367,28.7,117,0,0,0,0,0,0
8483,H39854,H,302.6,312.7,1419,44.9,150,0,0,0,0,0,0
8484,H39655,H,303.2,312.4,1464,45.1,41,0,0,0,0,0,0
8485,M19952,M,301.4,311.7,1626,44.1,213,0,0,0,0,0,0
8486,M46365,M,299.9,311.3,1690,45.4,119,0,0,0,0,0,0
8487,L93298,L,303.2,313.3,1219,41.1,193,0,0,0,0,0,0
8488,L76156,L,298.6,310.0,1322,37.4,91,0,0,0,0,0,0
8489,L66724,L,298.3,310.5,1636,57.5,116,0,0,0,0,0,0
8490,L25455,L,298.8,311.3,1651,41.4,18,0,0,0,0,0,0
8491,M97746,M,301.0,309.9,1276,14.6,147,0,0,0,0,0,0
8492,L57673,L,298.5,307.3,1694,15.7,155,0,0,0,0,0,0
8493,L10974,L,299.7,309.2,1535,51.9,105,0,0,0,0,0,0
8494,H22679,H,296.8,306.9,1671,21.6,23,0,0,0,0,0,0
8495,L71791,L,301.0,312.5,1385,34.5,218,0,0,0,0,0,0
8496,H37429,H,297.0,307.6,1289,27.8,235,0,0,0,0,0,0
8497,H28073,H,298.1,306.9,1482,36.9,1,0,0,0,0,0,0
8498,L80207,L,302.4,311.8,1490,43.7,248,0,0,0,0,0,0
8499,L40365,L,302.4,312.3,1480,33.3,6,0,0,0,0,0,0
8500,L65928,L,300.7,309.3,1468,31.8,123,0,0,0,0,0,0
8501,L84453,L,300.6,310.6,1841,47.2,0,0,0,0,0,0,0
8502,L17784,L,298.9,307.7,1233,66.1,138,0,0,0,0,0,0
8503,L22291,L,298.5,306.8,1386,45.3,178,0,0,0,0,0,0
8504,H94462,H,299.3,308.3,1463,30.8,187,0,0,0,0,0,0
8505,L36154,L,297.0,307.4,1542,48.6,158,0,0,0,0,0,0
8506,M35650,M,300.5,310.9,1665,57.3,29,0,0,0,0,0,0
8507,L78741,L,300.1,310.2,1692,50.5,76,0,0,0,0,0,0
8508,L46201,L,298.1,309.1,1730,24.5,151,0,0,0,0,0,0
8509,H49479,H,303.1,314.0,1624,45.2,17,0,0,0,0,0,0
8510,L82920,L,301.2,311.4,1228,35.3,185,0,0,0,0,0,0
8511,L92797,L,301.4,311.5,1240,40.4,204,0,0,0,0,0,0
8512,M60243,M,299.0,309.2,1743,36.2,246,0,0,0,0,0,0
8513,M78595,M,300.0,309.8,1731,47.3,16,0,0,0,0,0,0
8514,M41734,M,301.3,309.1,1651,36.4,45,0,0,0,0,0,0
8515,L98927,L,300.3,311.4,1391,54.0,111,0,0,0,0,0,0
8516,L91451,L,303.2,313.6,1480,39.9,221,0,0,0,0,0,0
8517,H52568,H,299.6,308.4,1466,37.7,18,0,0,0,0,0,0
8518,H35793,H,299.0,310.4,1354,45.6,11,0,0,0,0,0,0
8519,L62204,L,301.3,310.7,1584,43.5,217,0,0,0,0,0,0
8520,M56746,M,297.5,307.4,1923,45.9,81,0,0,0,0,0,0
8521,L41989,L,301.8,312.9,1449,38.6,139,0,0,0,0,0,0
8522,L59465,L,297.4,307.6,1770,53.2,235,1,0,0,0,1,0
8523,L71383,L,301.3,312.6,1379,49.8,49,0,0,0,0,0,0
8524,L26767,L,298.7,308.4,1262,39.8,233,0,0,0,0,0,0
8525,L48652,L,301.0,312.6,1714,48.1,193,0,0,0,0,0,0
8526,L93732,L,301.8,311.0,1498,37.3,147,0,0,0,0,0,0
8527,L94244,L,300.3,311.6,1765,45.6,5,0,0,0,0,0,0
8528,M23383,M,297.6,305.3,1801,48.1,128,0,0,0,0,0,0
8529,M80784,M,298.2,307.1,1488,42.4,217,0,0,0,0,0,0
8530,M70089,M,298.5,308.8,1778,31.7,134,0,0,0,0,0,0
8531,H36440,H,296.2,305.8,1381,28.0,95,0,0,0,0,0,0
8532,L62443,L,302.3,312.2,1378,42.8,54,0,0,0,0,0,0
8533,L66325,L,300.2,310.3,1729,32.7,224,0,0,0,0,0,0
8534,M96766,M,297.7,306.5,1260,50.4,201,0,0,0,0,0,0
8535,L65919,L,302.9,311.8,1537,24.9,123,0,0,0,0,0,0
8536,L26611,L,298.6,308.8,1761,53.0,108,0,0,0,0,0,0
8537,L73483,L,300.5,309.8,1773,40.4,104,0,0,0,0,0,0
8538,M32457,M,298.3,309.7,1460,31.4,14,0,0,0,0,0,0
8539,L20256,L,296.0,305.8,1718,35.4,94,0,0,0,0,0,0
8540,M64856,M,297.3,308.0,1336,37.9,151,0,0,0,0,0,0
8541,L50533,L,299.1,309.5,1418,44.7,28,0,0,0,0,0,0
8542,M38281,M,301.8,311.2,1579,27.7,81,0,0,0,0,0,0
8543,M77275,M,300.7,308.7,1605,30.3,198,0,0,0,0,0,0
8544,M11525,M,300.3,311.5,1350,36.7,33,0,0,0,0,0,0
8545,L26453,L,296.0,305.0,1871,39.6,205,1,1,0,0,0,0
8546,L16251,L,302.5,312.1,1201,47.0,211,0,0,0,0,0,0
8547,M29507,M,300.4,310.3,1547,42.6,92,0,0,0,0,0,0
8548,L89396,L,299.8,309.7,1573,36.0,36,0,0,0,0,0,0
8549,L96644,L,302.3,313.2,1225,42.3,169,0,0,0,0,0,0
8550,L37906,L,302.5,312.5,1775,41.5,191,0,0,0,0,0,0
8551,H83185,H,302.3,312.2,1405,37.4,94,0,0,0,0,0,0
8552,L23193,L,299.5,310.5,1555,41.1,146,0,0,0,0,0,0
8553,M91449,M,298.0,308.6,1596,18.5,150,0,0,0,0,0,0
8554,L74042,L,302.0,311.2,1277,49.2,70,0,0,0,0,0,0
8555,L69516,L,297.3,306.1,1346,45.4,5,0,0,0,0,0,0
8556,M91165,M,303.9,313.1,1817,54.8,246,1,0,0,0,1,0
8557,L40692,L,300.1,310.0,1526,31.8,98,0,0,0,0,0,0
8558,L80490,L,297.9,306.6,1055,45.6,220,0,0,0,0,0,0
8559,M43512,M,297.5,307.6,1483,20.9,54,0,0,0,0,0,0
8560,M20719,M,297.4,307.3,1532,22.3,204,0,0,0,0,0,0
8561,L65427,L,300.3,307.7,1577,37.5,38,0,0,0,0,0,0
8562,M37649,M,300.0,308.6,1180,34.1,24,1,0,1,0,0,0
8563,M22402,M,297.5,304.6,1532,50.3,97,0,0,0,0,0,0
8564,M19216,M,299.3,308.9,1388,51.6,82,0,0,0,0,0,0
8565,L41050,L,297.3,308.3,1577,52.7,3,0,0,0,0,0,0
8566,L60093,L,301.2,309.3,1628,45.9,215,0,0,0,0,0,0
8567,H15050,H,299.9,308.6,1609,46.3,32,0,0,0,0,0,0
8568,M56716,M,299.2,309.1,1789,27.1,234,0,0,0,0,0,0
8569,L12438,L,297.4,306.4,1930,53.8,65,0,0,0,0,0,0
8570,L57431,L,299.4,308.3,1335,52.4,129,0,0,0,0,0,0
8571,L26760,L,299.2,309.7,1469,26.2,141,0,0,0,0,0,0
8572,L87614,L,300.6,310.1,1671,44.6,177,0,0,0,0,0,0
8573,L26473,L,300.3,308.8,1515,34.5,10,0,0,0,0,0,0
8574,L53815,L,301.6,309.5,1050,58.3,33,1,0,1,1,0,0
8575,M72460,M,299.0,311.2,1503,30.2,246,0,0,0,0,0,0
8576,L19257,L,296.3,307.4,1758,40.8,165,0,0,0,0,0,0
8577,M97986,M,302.0,311.5,1288,41.8,219,0,0,0,0,0,0
8578,L35634,L,298.1,308.2,1577,39.4,166,0,0,0,0,0,0
8579,L70403,L,297.8,307.3,1196,61.3,149,1,0,0,1,0,0
8580,L56573,L,299.9,310.4,1693,56.7,41,0,0,0,0,0,0
8581,L38648,L,300.6,309.8,1581,23.6,224,0,0,0,0,0,0
8582,M58980,M,298.9,308.4,1436,44.8,229,0,0,0,0,0,0
8583,M20296,M,298.9,309.4,1463,39.8,243,0,0,0,0,0,0
8584,L70197,L,299.2,310.7,1269,48.2,222,0,0,0,0,0,0
8585,L31959,L,302.8,313.6,1718,42.0,184,0,0,0,0,0,0
8586,L24570,L,300.0,311.2,1394,31.8,205,0,0,0,0,0,0
8587,M45423,M,298.1,307.8,1627,29.6,165,0,0,0,0,0,0
8588,M90263,M,298.1,307.5,1365,35.9,8,0,0,0,0,0,0
8589,L27899,L,299.5,307.6,1931,38.7,87,0,0,0,0,0,0
8590,M45785,M,300.5,310.5,1817,41.8,28,0,0,0,0,0,0
8591,M72806,M,301.0,311.3,1909,34.2,196,0,0,0,0,0,0
8592,L66963,L,300.2,309.9,1930,56.9,169,0,0,0,0,0,0
8593,L87875,L,298.3,307.5,1424,45.2,59,0,0,0,0,0,0
8594,H44341,H,299.2,310.4,1379,48.6,166,0,0,0,0,0,0
8595,M15597,M,301.5,312.1,1900,38.5,90,0,0,0,0,0,0
8596,L20244,L,297.7,309.0,1512,29.6,199,0,0,0,0,0,0
8597,L13796,L,299.1,308.1,1687,48.7,220,0,0,0,0,0,0
8598,L85589,L,301.2,310.5,1426,30.0,59,0,0,0,0,0,0
8599,L38528,L,301.8,313.0,1429,19.8,180,0,0,0,0,0,0
8600,M28648,M,299.6,309.6,1686,45.5,125,0,0,0,0,0,0
8601,L93967,L,299.2,308.6,1185,32.4,75,0,0,0,0,0,0
8602,M10535,M,297.4,306.9,1678,36.6,135,0,0,0,0,0,0
8603,M58469,M,301.1,311.0,1631,46.8,105,0,0,0,0,0,0
8604,L74912,L,302.6,313.6,1443,30.6,104,0,0,0,0,0,0
8605,L54493,L,305.1,315.0,1542,23.9,148,0,0,0,0,0,0
8606,L82417,L,300.8,311.6,1570,52.0,183,0,0,0,0,0,0
8607,M55785,M,299.9,310.4,1580,39.3,175,0,0,0,0,0,0
8608,L95017,L,298.2,307.3,1661,52.4,46,0,0,0,0,0,0
8609,M76561,M,296.2,305.4,1392,46.1,8,0,0,0,0,0,0
8610,M40869,M,300.4,309.9,2020,46.4,77,0,0,0,0,0,0
8611,L75094,L,304.7,313.4,1501,41.5,128,0,0,0,0,0,0
8612,H40192,H,302.5,312.0,1514,41.5,54,0,0,0,0,0,0
8613,H79157,H,302.2,313.7,1886,51.2,30,0,0,0,0,0,0
8614,L96483,L,300.5,310.5,1210,48.0,79,0,0,0,0,0,0
8615,L89941,L,300.7,310.0,1884,34.0,230,0,0,0,0,0,0
8616,H67544,H,295.2,307.1,1554,44.8,90,0,0,0,0,0,0
8617,H14403,H,301.5,310.6,1443,33.7,138,0,0,0,0,0,0
8618,L46091,L,298.8,307.9,1337,36.8,65,0,0,0,0,0,0
8619,L62510,L,298.6,309.8,1310,45.6,187,0,0,0,0,0,0
8620,L98061,L,299.4,310.0,1476,33.6,30,0,0,0,0,0,0
8621,H15017,H,299.3,309.2,1587,41.4,177,0,0,0,0,0,0
8622,L49203,L,298.6,309.4,1649,43.7,59,0,0,0,0,0,0
8623,L66473,L,300.0,310.3,1585,36.5,215,0,0,0,0,0,0
8624,M62123,M,298.9,307.7,1446,47.1,61,0,0,0,0,0,0
8625,L58260,L,300.2,307.8,1777,35.5,166,0,0,0,0,0,0
8626,M55938,M,297.0,306.5,2016,49.3,130,0,0,0,0,0,0
8627,L67929,L,299.6,310.7,1805,41.2,111,0,0,0,0,0,0
8628,M95265,M,297.8,307.4,1473,41.6,185,0,0,0,0,0,0
8629,L47372,L,298.7,309.2,1627,30.9,67,0,0,0,0,0,0
8630,M63252,M,300.3,310.5,1639,37.6,29,0,0,0,0,0,0
8631,M24628,M,296.8,305.1,1825,41.8,66,0,0,0,0,0,0
8632,L22501,L,298.4,307.9,1477,50.1,67,0,0,0,0,0,0
8633,L40131,L,301.1,311.5,1365,36.7,185,0,0,0,0,0,0
8634,L99102,L,297.2,306.4,1740,50.1,76,0,0,0,0,0,0
8635,L99360,L,303.6,313.2,1610,32.4,180,0,0,0,0,0,0
8636,M78348,M,302.4,312.8,1339,43.2,13,0,0,0,0,0,0
8637,M19402,M,299.0,309.1,1664,34.9,137,0,0,0,0,0,0
8638,L65956,L,298.4,309.5,1867,55.3,205,1,0,0,0,1,0
8639,M61920,M,300.4,310.8,1413,53.5,208,0,0,0,0,0,0
8640,M36000,M,297.1,306.1,1378,42.7,21,0,0,0,0,0,0
8641,M99795,M,296.0,305.5,1543,34.6,190,0,0,0,0,0,0
8642,L77462,L,299.1,309.1,1659,24.8,60,0,0,0,0,0,0
8643,L76392,L,299.7,311.1,1524,43.7,173,0,0,0,0,0,0
8644,L15988,L,300.2,309.7,1741,42.0,36,0,0,0,0,0,0
8645,L84279,L,298.8,307.0,1584,48.4,20,0,0,0,0,0,0
8646,L66999,L,302.5,313.0,1719,25.3,216,0,0,0,0,0,0
8647,L79674,L,297.0,306.3,1408,41.3,130,0,0,0,0,0,0
8648,L91618,L,297.7,306.4,1318,44.2,146,0,0,0,0,0,0
8649,M63426,M,301.0,311.0,1477,30.9,31,0,0,0,0,0,0
8650,L68824,L,297.7,308.6,1296,41.1,206,0,0,0,0,0,0
8651,L84399,L,297.6,307.0,1611,32.7,232,0,0,0,0,0,0
8652,L70659,L,300.2,310.7,1177,31.7,23,0,0,0,0,0,0
8653,L47790,L,297.9,308.6,1456,34.6,200,0,0,0,0,0,0
8654,L32118,L,299.7,310.5,1486,37.2,73,0,0,0,0,0,0
8655,L62025,L,298.6,307.9,1350,52.2,175,0,0,0,0,0,0
8656,L69938,L,298.3,307.2,1483,36.7,95,0,0,0,0,0,0
8657,L15149,L,295.8,304.8,1538,31.5,57,0,0,0,0,0,0
8658,L48079,L,300.3,311.1,1765,48.0,167,0,0,0,0,0,0
8659,L12484,L,297.5,308.2,1351,50.1,134,0,0,0,0,0,0
8660,M65474,M,299.7,308.7,1601,48.1,45,0,0,0,0,0,0
8661,L58601,L,299.0,311.1,1637,53.5,113,0,0,0,0,0,0
8662,L53809,L,299.6,308.5,1534,41.8,218,0,0,0,0,0,0
8663,L30791,L,299.7,310.7,1448,41.4,125,0,0,0,0,0,0
8664,L79343,L,300.4,311.9,1334,32.9,142,0,0,0,0,0,0
8665,L36648,L,298.5,308.7,1877,53.8,235,1,0,0,0,1,0
8666,L41090,L,302.5,311.7,1551,39.0,212,0,0,0,0,0,0
8667,M27857,M,296.3,305.6,1481,36.9,73,0,0,0,0,0,0
8668,L72327,L,299.5,309.3,1917,36.0,86,0,0,0,0,0,0
8669,L52967,L,301.7,312.8,1577,46.2,4,0,0,0,0,0,0
8670,M63709,M,301.0,309.8,1993,40.7,240,0,0,0,0,0,0
8671,H77948,H,298.1,306.2,1284,41.8,186,1,0,1,0,0,0
8672,L58861,L,298.4,308.7,1495,36.7,249,0,0,0,0,0,0
8673,L78718,L,298.0,308.6,1292,37.9,197,0,0,0,0,0,0
8674,L30948,L,301.2,313.2,1516,38.4,21,0,0,0,0,0,0
8675,L43782,L,298.5,307.1,1515,54.1,27,0,0,0,0,0,0
8676,L60756,L,300.5,310.4,1456,22.0,181,0,0,0,0,0,0
8677,L92789,L,300.5,311.7,1547,44.4,18,0,0,0,0,0,0
8678,M78388,M,304.7,314.9,1464,50.7,112,0,0,0,0,0,0
8679,L94528,L,300.6,310.4,1518,21.6,13,0,0,0,0,0,0
8680,L76809,L,298.4,309.2,1402,39.2,175,0,0,0,0,0,0
8681,L17649,L,297.1,306.5,1796,49.7,134,0,0,0,0,0,0
8682,M39002,M,299.4,310.3,1339,32.4,206,0,0,0,0,0,0
8683,L44723,L,299.8,308.5,1576,42.6,159,0,0,0,0,0,0
8684,M84314,M,295.6,304.1,1324,30.6,149,1,0,1,0,0,0
8685,L80085,L,298.6,308.3,1388,40.2,45,0,0,0,0,0,0
8686,L91399,L,300.6,308.0,1407,52.6,84,0,0,0,0,0,0
8687,L21809,L,298.9,309.0,1514,56.8,210,1,0,0,0,1,0
8688,L68169,L,301.9,310.2,1569,42.4,140,0,0,0,0,0,0
8689,L18302,L,296.9,307.2,1339,27.2,21,0,0,0,0,0,0
8690,L18100,L,301.4,311.5,1463,36.8,137,0,0,0,0,0,0
8691,L78447,L,301.8,311.8,1360,21.8,237,0,0,0,0,0,0
8692,M87627,M,301.9,312.3,1352,37.0,109,0,0,0,0,0,0
8693,L84635,L,296.9,307.1,1740,49.5,248,1,0,0,0,1,0
8694,L65020,L,300.6,310.3,1288,26.3,43,0,0,0,0,0,0
8695,L15663,L,298.7,310.5,1551,37.8,23,0,0,0,0,0,0
8696,M54649,M,297.2,307.6,1841,31.8,186,0,0,0,0,0,0
8697,H57136,H,299.2,309.9,1753,57.8,189,0,0,0,0,0,0
8698,L46104,L,298.2,309.3,1614,43.9,71,0,0,0,0,0,0
8699,L49137,L,301.8,312.5,1535,48.4,199,0,0,0,0,0,0
8700,L12534,L,301.0,313.1,1669,42.8,112,0,0,0,0,0,0
8701,H77762,H,297.7,307.9,1604,47.5,182,0,0,0,0,0,0
8702,M62445,M,298.6,308.5,1792,50.7,176,0,0,0,0,0,0
8703,L19585,L,299.2,308.6,1514,40.3,230,0,0,0,0,0,0
8704,L86438,L,299.9,309.6,1717,34.6,49,0,0,0,0,0,0
8705,L46392,L,302.0,311.3,1479,30.6,146,0,0,0,0,0,0
8706,L94267,L,301.4,312.1,1876,57.4,233,1,0,0,0,1,0
8707,M93324,M,300.1,309.2,1509,48.1,209,1,1,0,0,0,0
8708,L41126,L,299.5,309.6,1248,17.8,57,0,0,0,0,0,0
8709,L52485,L,296.5,307.0,1551,37.5,96,0,0,0,0,0,0
8710,M55798,M,302.6,312.7,1674,44.0,175,0,0,0,0,0,0
8711,M78310,M,299.1,308.2,1829,56.6,228,1,0,0,0,1,0
8712,L19017,L,303.1,313.8,1359,28.9,92,0,0,0,0,0,0
8713,M35700,M,300.4,310.3,1225,44.1,95,0,0,0,0,0,0
